"Species","Agei","Estimate","Est.Error","Q2.5","Q97.5"
"Acanthurus achilles",0,0.714644933737999,4.42072619907974,-10.9134237504603,6.04061335511187
"Acanthurus achilles",0.1,2.3031287659133,3.7970174234427,-7.51083677465929,7.19411198956603
"Acanthurus achilles",0.2,3.75393196660329,3.27934463294895,-4.63282322738963,8.28627147171952
"Acanthurus achilles",0.3,5.07975306566114,2.8532908698301,-2.06234204645741,9.30870902765235
"Acanthurus achilles",0.4,6.29204275157834,2.50605122128489,0.163182855087945,10.2708874792113
"Acanthurus achilles",0.5,7.40113457308501,2.22602539117071,2.14729592961986,11.1548087481095
"Acanthurus achilles",0.6,8.41636105199023,2.00253253659836,3.91561166405836,11.9834425298292
"Acanthurus achilles",0.7,9.34615694131489,1.82568183890854,5.42198940573209,12.7524623565516
"Acanthurus achilles",0.8,10.1981511435179,1.68639919248989,6.71592049509829,13.4393452414843
"Acanthurus achilles",0.9,10.9792486138099,1.57655970345144,7.81292466017461,14.0659178832736
"Acanthurus achilles",1,11.6957034089947,1.48914038980705,8.74647027618822,14.6468447002317
"Acanthurus achilles",1.1,12.3531838994198,1.41831334986076,9.56897082889537,15.1788618397675
"Acanthurus achilles",1.2,12.9568310374183,1.35944030515912,10.3235399875354,15.6811911521835
"Acanthurus achilles",1.3,13.5113104675082,1.30897516951236,10.9722117758342,16.1190796788546
"Acanthurus achilles",1.4,14.020859169371,1.26430810273734,11.5644378202628,16.5377456534478
"Acanthurus achilles",1.5,14.4893272423784,1.22358848976098,12.103797066473,16.9136577905108
"Acanthurus achilles",1.6,14.9202153685586,1.18555477378821,12.608201464732,17.2489561703345
"Acanthurus achilles",1.7,15.3167084280021,1.14938644725786,13.0580293495623,17.5499114231319
"Acanthurus achilles",1.8,15.6817056856218,1.11458346808072,13.4809106707884,17.8270835562733
"Acanthurus achilles",1.9,16.0178479198669,1.0808723014565,13.8704670994435,18.0762633350687
"Acanthurus achilles",2,16.3275418215769,1.04813495460437,14.2153337740543,18.3131347384928
"Acanthurus achilles",2.1,16.6129819538809,1.0163565614737,14.5548494514104,18.5280118862645
"Acanthurus achilles",2.2,16.8761705312427,0.985587302044356,14.8777927985577,18.7186571030359
"Acanthurus achilles",2.3,17.1189352468616,0.955915085942993,15.1753427325679,18.8988807176026
"Acanthurus achilles",2.4,17.3429453521629,0.927446162578984,15.4481020339871,19.0696419895709
"Acanthurus achilles",2.5,17.5497261696288,0.900291491076284,15.7052373222221,19.2273985501676
"Acanthurus achilles",2.6,17.7406722003565,0.874557262097126,15.9490698928725,19.3665682260518
"Acanthurus achilles",2.7,17.9170589701658,0.850338405611349,16.17336116639,19.5057481131463
"Acanthurus achilles",2.8,18.0800537425315,0.827714257307429,16.3799551087471,19.6239548427486
"Acanthurus achilles",2.9,18.2307252128407,0.80674580969199,16.5735427068566,19.7425532541351
"Acanthurus achilles",3,18.3700522862635,0.787474158736761,16.7511098460277,19.8486750229827
"Acanthurus achilles",3.1,18.4989320306839,0.769919886978355,16.9165514254708,19.9507436184069
"Acanthurus achilles",3.2,18.6181868865112,0.754083210226855,17.0730170755556,20.0449569535698
"Acanthurus achilles",3.3,18.7285712066305,0.73994476655795,17.226032959192,20.1317540040208
"Acanthurus achilles",3.4,18.8307771921363,0.727466951161548,17.35572544464,20.2188405994315
"Acanthurus achilles",3.5,18.9254402827104,0.716595706690339,17.4761869384838,20.2927161772989
"Acanthurus achilles",3.6,19.0131440544612,0.707262673607812,17.5878222950072,20.3638595502979
"Acanthurus achilles",3.7,19.0944246726528,0.699387595770963,17.6846205401481,20.4335125799606
"Acanthurus achilles",3.8,19.1697749419388,0.692880869041665,17.7723191924563,20.4858106483585
"Acanthurus achilles",3.9,19.2396479924205,0.687646119253288,17.8493653150357,20.5543114950557
"Acanthurus achilles",4,19.3044606360066,0.68358270234708,17.9245276882028,20.612826300103
"Acanthurus achilles",4.1,19.3645964241163,0.680588033792898,17.9922161050545,20.6714526751644
"Acanthurus achilles",4.2,19.4204084346901,0.678559674711129,18.0605693240178,20.7196141836214
"Acanthurus achilles",4.3,19.4722218137197,0.67739712565924,18.1131034374831,20.7691697964566
"Acanthurus achilles",4.4,19.5203360940373,0.677003302894302,18.1569502199369,20.8156590854778
"Acanthurus achilles",4.5,19.5650273118878,0.677285693559734,18.2025262997263,20.8582857914509
"Acanthurus achilles",4.6,19.6065499398225,0.678157203950413,18.248024518254,20.901906317476
"Acanthurus achilles",4.7,19.6451386526619,0.679536727954847,18.2802391313992,20.9397824227801
"Acanthurus achilles",4.8,19.6810099416747,0.681349470909991,18.3083030444105,20.9774826404934
"Acanthurus achilles",4.9,19.714363590673,0.683527067953089,18.3350572211747,21.0153789741898
"Acanthurus achilles",5,19.7453840264265,0.686007536355088,18.3546797190597,21.0485919281286
"Acanthurus achilles",5.1,19.7742415546274,0.688735099217253,18.3832810286187,21.0861693675183
"Acanthurus achilles",5.2,19.8010934915843,0.691659914203221,18.407905494747,21.1209458534908
"Acanthurus achilles",5.3,19.8260852008753,0.694737736420726,18.4294406897712,21.1491557260204
"Acanthurus achilles",5.4,19.8493510433275,0.697929539742766,18.443668629835,21.1791899339988
"Acanthurus achilles",5.5,19.8710152479252,0.701201116174644,18.4610091542635,21.2086123677942
"Acanthurus achilles",5.6,19.8911927105421,0.704522668586644,18.4740870649344,21.2321169210855
"Acanthurus achilles",5.7,19.9099897267669,0.707868408377701,18.4837016676792,21.2554268496356
"Acanthurus achilles",5.8,19.9275046645204,0.711216166461292,18.4936626909059,21.2767424900995
"Acanthurus achilles",5.9,19.9438285816427,0.714547023360855,18.5043212695186,21.2988275276758
"Acanthurus achilles",6,19.9590457931666,0.717844962122758,18.5124160646906,21.3237867973688
"Acanthurus achilles",6.1,19.973234392567,0.721096546136786,18.5241740056801,21.34212588804
"Acanthurus achilles",6.2,19.9864667308936,0.724290622727462,18.5329327680351,21.3666351671927
"Acanthurus achilles",6.3,19.9988098573482,0.727418052475922,18.5362001173593,21.3819477261388
"Acanthurus achilles",6.4,20.0103259245503,0.730471463588699,18.5429527469485,21.4028687210266
"Acanthurus achilles",6.5,20.0210725614515,0.733445030191537,18.5493922900543,21.4166052015874
"Acanthurus achilles",6.6,20.0311032165978,0.736334273146767,18.5539841219312,21.4375140118124
"Acanthurus achilles",6.7,20.0404674742041,0.739135881833119,18.5580065311419,21.4502900423358
"Acanthurus achilles",6.8,20.0492113452905,0.74184755525619,18.5603704322132,21.4649618401011
"Acanthurus achilles",6.9,20.0573775359369,0.74446786085138,18.5635122140382,21.4781049418796
"Acanthurus achilles",7,20.0650056945317,0.746996109379705,18.5662598077157,21.4917623291205
"Acanthurus achilles",7.1,20.0721326397349,0.749432244385818,18.5681378962219,21.5036560414269
"Acanthurus achilles",7.2,20.0787925707224,0.751776744775605,18.5688905195606,21.5110550327426
"Acanthurus achilles",7.3,20.085017261152,0.754030539169596,18.5719271309435,21.5240120673327
"Acanthurus achilles",7.4,20.0908362381631,0.756194930792185,18.5774388325536,21.5345461938638
"Acanthurus achilles",7.5,20.0962769476165,0.758271531760879,18.5803300544964,21.5449529448696
"Acanthurus achilles",7.6,20.1013649066764,0.760262205741641,18.5820635607411,21.5522901550176
"Acanthurus achilles",7.7,20.1061238447455,0.762169018033798,18.5841518300901,21.5602398162053
"Acanthurus achilles",7.8,20.1105758336796,0.763994192239756,18.5851292737635,21.5669592764993
"Acanthurus achilles",7.9,20.1147414081326,0.76574007276021,18.5879794298009,21.5742430820996
"Acanthurus achilles",8,20.1186396768091,0.767409092434375,18.5882092359503,21.5804297826563
"Acanthurus achilles",8.1,20.1222884253421,0.769003744716933,18.5892320393247,21.586630224231
"Acanthurus achilles",8.2,20.1257042114513,0.770526559849078,18.5907019593472,21.5915187378431
"Acanthurus achilles",8.3,20.1289024529846,0.771980084540601,18.5920582568497,21.5976996424662
"Acanthurus achilles",8.4,20.1318975093984,0.773366864733601,18.5933364600211,21.603041314537
"Acanthurus achilles",8.5,20.1347027571829,0.774689431066741,18.5952592763279,21.6094226608448
"Acanthurus achilles",8.6,20.1373306597037,0.775950286702213,18.5956091543525,21.6132538037421
"Acanthurus achilles",8.7,20.1397928318863,0.777151897216365,18.5965759547889,21.6194656049654
"Acanthurus achilles",8.8,20.1421001001428,0.778296682289492,18.5974847160191,21.6263549810949
"Acanthurus achilles",8.9,20.1442625579015,0.779387008961112,18.5989620812926,21.6325763719272
"Acanthurus achilles",9,20.1462896170772,0.780425186244535,18.5992903072975,21.6360042608056
"Acanthurus achilles",9.1,20.1481900557895,0.781413460918856,18.5999993628999,21.6404202413027
"Acanthurus achilles",9.2,20.149972062613,0.782354014338225,18.6003692572185,21.6441211839341
"Acanthurus achilles",9.3,20.1516432776221,0.783248960117418,18.6006217507003,21.648362750714
"Acanthurus achilles",9.4,20.153210830471,0.784100342569791,18.6009844414598,21.6521009328079
"Acanthurus achilles",9.5,20.1546813757312,0.784910135788783,18.6013387095327,21.6553989716971
"Acanthurus achilles",9.6,20.1560611256918,0.78568024327747,18.6021218491955,21.6591098563535
"Acanthurus achilles",9.7,20.1573558808122,0.786412498042517,18.6028056359979,21.6631811366436
"Acanthurus achilles",9.8,20.158571058,0.78710866307929,18.6034603157648,21.6678589019184
"Acanthurus achilles",9.9,20.1597117168769,0.787770432184127,18.6037599423406,21.6706486170841
"Acanthurus achilles",10,20.1607825841806,0.788399431037925,18.6040233575964,21.6755051683776
"Acanthurus achilles",10.1,20.1617880764394,0.788997218512364,18.6042504794587,21.6795609565328
"Acanthurus achilles",10.2,20.1627323210466,0.789565288156461,18.6045188522643,21.6805956561368
"Acanthurus achilles",10.3,20.1636191758523,0.790105069826712,18.6045235716595,21.6838729878011
"Acanthurus achilles",10.4,20.16445224738,0.790617931429019,18.604528308471,21.6851279514308
"Acanthurus achilles",10.5,20.1652349077684,0.79110518074492,18.6046080267493,21.6886305601598
"Acanthurus achilles",10.6,20.1659703105304,0.791568067318469,18.6047089071015,21.6915012747164
"Acanthurus achilles",10.7,20.166661405216,0.792007784383441,18.6050836242635,21.6935578272991
"Acanthurus achilles",10.8,20.1673109510568,0.792425470813502,18.6051448785842,21.694374514688
"Acanthurus achilles",10.9,20.1679215296657,0.792822213080551,18.6051480827381,21.6958406802559
"Acanthurus achilles",11,20.1684955568603,0.7931990472087,18.6051509533148,21.6987114274154
"Acanthurus achilles",11.1,20.1690352936715,0.793556960713355,18.6051535264117,21.6999192452311
"Acanthurus achilles",11.2,20.1695428565965,0.79389689451657,18.6051582074774,21.7000495002011
"Acanthurus achilles",11.3,20.1700202271487,0.794219744831375,18.6055219015183,21.7016819298648
"Acanthurus achilles",11.4,20.1704692607556,0.794526365009081,18.605926325532,21.7040790242755
"Acanthurus achilles",11.5,20.1708916950498,0.794817567344728,18.6060219164596,21.704997390964
"Acanthurus achilles",11.6,20.1712891575969,0.795094124836812,18.6060529730583,21.7053673785022
"Acanthurus achilles",11.7,20.1716631730986,0.795356772898315,18.606081297772,21.705951976833
"Acanthurus achilles",11.8,20.1720151701091,0.795606211016788,18.6061071309107,21.7065001391815
"Acanthurus achilles",11.9,20.172346487298,0.795843104361884,18.6061306916454,21.7070141367001
"Acanthurus achilles",12,20.1726583792918,0.796068085339287,18.606152179868,21.7093542750697
"Acanthurus achilles",12.1,20.1729520221229,0.796281755090466,18.6061717778865,21.7094020712869
"Acanthurus achilles",12.2,20.1732285183141,0.796484684938059,18.6061896519725,21.7094460688254
"Acanthurus achilles",12.3,20.1734889016228,0.796677417777053,18.6062059537714,21.7110786601275
"Acanthurus achilles",12.4,20.1737341414692,0.796860469412214,18.606223841489,21.7124757516805
"Acanthurus achilles",12.5,20.1739651470698,0.797034329842429,18.6062416513146,21.7130209852428
"Acanthurus achilles",12.6,20.1741827712971,0.797199464492871,18.6062579892883,21.7135338894576
"Acanthurus achilles",12.7,20.1743878142837,0.797356315396005,18.6062729784684,21.7140163814277
"Acanthurus achilles",12.8,20.1745810267875,0.797505302322628,18.6063637867122,21.7144702645639
"Acanthurus achilles",12.9,20.1747631133368,0.797646823864219,18.6065023970866,21.7148972353279
"Acanthurus achilles",13,20.1749347351674,0.797781258467948,18.6066316159655,21.7152988895755
"Acanthurus achilles",13.1,20.1750965129673,0.797908965425786,18.6067520797616,21.715928212923
"Acanthurus achilles",13.2,20.1752490294426,0.798030285819154,18.6068643817529,21.7167633428697
"Acanthurus achilles",13.3,20.1753928317145,0.798145543420625,18.606969075007,21.717578973327
"Acanthurus achilles",13.4,20.1755284335617,0.79825504555417,18.607066675107,21.7182593633648
"Acanthurus achilles",13.5,20.1756563175161,0.798359083915462,18.6071576626926,21.7189663013967
"Acanthurus achilles",13.6,20.1757769368224,0.79845793535375,18.6072424858292,21.7205714479013
"Acanthurus achilles",13.7,20.175890717272,0.798551862616777,18.6073215622159,21.721000668808
"Acanthurus achilles",13.8,20.1759980589174,0.798641115060242,18.6073952812438,21.7213379692224
"Acanthurus achilles",13.9,20.1760993376769,0.798725929323224,18.6074640059151,21.7216183601681
"Acanthurus achilles",14,20.1761949068355,0.798806529971003,18.6075280746319,21.7218962534704
"Acanthurus achilles",14.1,20.1762850984502,0.798883130106664,18.6075878028635,21.7223834684032
"Acanthurus achilles",14.2,20.1763702246649,0.798955931952823,18.6076434847008,21.722736438243
"Acanthurus achilles",14.3,20.1764505789415,0.799025127404796,18.6076953943056,21.7227716036552
"Acanthurus achilles",14.4,20.1765264372124,0.799090898556474,18.607743787261,21.7228125833481
"Acanthurus achilles",14.5,20.1765980589602,0.799153418200146,18.607788901831,21.7230161705777
"Acanthurus achilles",14.6,20.1766656882277,0.799212850301451,18.6078309601342,21.7232035215464
"Acanthurus achilles",14.7,20.1767295545657,0.799269350450602,18.6078701692378,21.7233750910971
"Acanthurus achilles",14.8,20.1767898739192,0.799323066291006,18.607906722178,21.7235364564798
"Acanthurus achilles",14.9,20.1768468494588,0.799374137926327,18.6079407989111,21.723688224695
"Acanthurus achilles",15,20.1769006723591,0.799422698307016,18.6079725671992,21.7238309666274
"Acanthurus achilles",15.1,20.1769515225291,0.799468873597297,18.6080021834376,21.7239652191956
"Acanthurus achilles",15.2,20.1769995692955,0.799512783523549,18.6080297934244,21.7240914873733
"Acanthurus achilles",15.3,20.1770449720445,0.799554541704978,18.6080555330788,21.7242102460906
"Acanthurus achilles",15.4,20.1770878808231,0.799594255967452,18.6080795291107,21.7243219420218
"Acanthurus achilles",15.5,20.1771284369023,0.799632028641318,18.608101899645,21.7244258829987
"Acanthurus achilles",15.6,20.1771667733065,0.799667956843995,18.6081227548027,21.7244350034275
"Acanthurus achilles",15.7,20.177203015309,0.799702132748096,18.608142197244,21.7244434677626
"Acanthurus achilles",15.8,20.1772372808974,0.799734643835801,18.6081603226733,21.7244513237477
"Acanthurus achilles",15.9,20.17726968121,0.799765573140162,18.6081772203111,21.724491213955
"Acanthurus achilles",16,20.1773003209452,0.799794999474004,18.6081929733329,21.724861288555
"Acanthurus achilles",16.1,20.1773292987462,0.799822997647041,18.6082076592789,21.7248657940954
"Acanthurus achilles",16.2,20.177356707561,0.799849638671804,18.608221350436,21.7248699807623
"Acanthurus achilles",16.3,20.1773826349819,0.799874989958948,18.6082341141937,21.7248738715309
"Acanthurus achilles",16.4,20.1774071635625,0.799899115502478,18.608246013376,21.7248774876942
"Acanthurus achilles",16.5,20.1774303711167,0.799922076055407,18.6082571065506,21.7248808489878
"Acanthurus achilles",16.6,20.1774523309987,0.799943929296335,18.6082674483172,21.7248839737055
"Acanthurus achilles",16.7,20.1774731123662,0.799964729987412,18.6082770895769,21.7248868788058
"Acanthurus achilles",16.8,20.1774927804276,0.799984530124132,18.608286077782,21.7248895800113
"Acanthurus achilles",16.9,20.1775113966743,0.800003379077373,18.6082944571704,21.7248920918999
"Acanthurus achilles",17,20.1775290190987,0.80002132372808,18.608302268983,21.7248944279893
"Acanthurus achilles",17.1,20.1775457023994,0.800038408594979,18.6083095516667,21.7248966008154
"Acanthurus achilles",17.2,20.1775614981735,0.800054675955675,18.6083163410641,21.7248986220047
"Acanthurus achilles",17.3,20.177576455098,0.800070165961475,18.6083226705894,21.724900502341
"Acanthurus achilles",17.4,20.1775906190997,0.800084916746267,18.6083285713933,21.7251465235967
"Acanthurus achilles",17.5,20.177604033515,0.800098964529759,18.6083340725164,21.7256347052592
"Acanthurus achilles",17.6,20.177616739241,0.800112343715369,18.6083392010319,21.7256732229232
"Acanthurus achilles",17.7,20.1776287748758,0.800125086983048,18.6083439821789,21.7257006713627
"Acanthurus achilles",17.8,20.1776401768525,0.800137225377296,18.608348439487,21.7257264872028
"Acanthurus achilles",17.9,20.1776509795636,0.80014878839062,18.6083525948917,21.7257507675536
"Acanthurus achilles",18,20.177661215479,0.80015980404268,18.6083564688426,21.7257736037487
"Acanthurus achilles",18.1,20.1776709152562,0.80017029895533,18.6083600804042,21.7257950816886
"Acanthurus achilles",18.2,20.177680107845,0.800180298423788,18.6083634473494,21.7258152821641
"Acanthurus achilles",18.3,20.177688820585,0.800189826484121,18.6083665862471,21.7258342811602
"Acanthurus achilles",18.4,20.1776970792976,0.800198905977244,18.6083695125441,21.7258521501419
"Acanthurus achilles",18.5,20.1777049083735,0.800207558609615,18.6083707337919,21.7258689563232
"Acanthurus achilles",18.6,20.1777123308535,0.800215805010794,18.6083710743331,21.72588476292
"Acanthurus achilles",18.7,20.177719368506,0.800223664788038,18.6083713885703,21.7259642627747
"Acanthurus achilles",18.8,20.1777260418987,0.800231156578071,18.6083716785354,21.7260731628288
"Acanthurus achilles",18.9,20.1777323704673,0.800238298096196,18.6083719461033,21.7261769618298
"Acanthurus achilles",19,20.1777383725796,0.800245106182872,18.6083721930042,21.7262758987507
"Acanthurus achilles",19.1,20.1777440655954,0.800251596847894,18.6083724208344,21.7263114439814
"Acanthurus achilles",19.2,20.1777494659238,0.800257785312302,18.6083726310671,21.726316792703
"Acanthurus achilles",19.3,20.1777545890769,0.800263686048133,18.6083728250617,21.7263218374344
"Acanthurus achilles",19.4,20.1777594497198,0.800269312816139,18.6083730040723,21.7263265958579
"Acanthurus achilles",19.5,20.1777640617188,0.800274678701557,18.6083731692564,21.7263297100482
"Acanthurus achilles",19.6,20.1777684381855,0.800279796148056,18.6083733216821,21.7263322219706
"Acanthurus achilles",19.7,20.1777725915196,0.800284676989936,18.6083734623348,21.7263345729372
"Acanthurus achilles",19.8,20.1777765334485,0.800289332482684,18.6083735921239,21.7263367732651
"Acanthurus achilles",19.9,20.1777802750647,0.800293773331963,18.6083737118885,21.7263388326097
"Acanthurus achilles",20,20.1777838268614,0.800298009721125,18.6083738224029,21.7263407600073
"Acanthurus achilles",20.1,20.1777871987655,0.800302051337305,18.6083739243816,21.7263425639151
"Acanthurus achilles",20.2,20.1777904001694,0.800305907396204,18.608374018484,21.7263442522478
"Acanthurus achilles",20.3,20.1777934399604,0.80030958666559,18.6083741053183,21.7263458324127
"Acanthurus achilles",20.4,20.1777963265488,0.800313097487613,18.608374185446,21.7263473113423
"Acanthurus achilles",20.5,20.1777990678938,0.800316447799979,18.6083742593851,21.7263486955246
"Acanthurus achilles",20.6,20.1778016715292,0.800319645156049,18.6083743276136,21.7263499910318
"Acanthurus achilles",20.7,20.177804144586,0.800322696743922,18.6083743905725,21.7263512035465
"Acanthurus achilles",20.8,20.177806493815,0.800325609404538,18.6083744486689,21.7263523383873
"Acanthurus achilles",20.9,20.1778087256076,0.800328389648878,18.6083745022784,21.7263534005318
"Acanthurus achilles",21,20.1778108460155,0.800331043674279,18.6083745517474,21.7263543946383
"Acanthurus achilles",21.1,20.177812860769,0.800333577379935,18.6083745973959,21.7263553250669
"Acanthurus achilles",21.2,20.177814775295,0.800335996381608,18.6083746395188,21.7263561958978
"Acanthurus achilles",21.3,20.1778165947332,0.800338306025597,18.6083746783885,21.7263570109499
"Acanthurus achilles",21.4,20.1778183239519,0.800340511402006,18.6083747142562,21.7263577737972
"Acanthurus achilles",21.5,20.1778199675627,0.800342617357338,18.6083747473539,21.7263584877847
"Acanthurus achilles",21.6,20.1778215299343,0.800344628506463,18.6083747778953,21.726359156043
"Acanthurus achilles",21.7,20.1778230152061,0.800346549243974,18.6083748060781,21.726359781502
"Acanthurus achilles",21.8,20.1778244272999,0.800348383754984,18.6083748320843,21.7263603669038
"Acanthurus achilles",21.9,20.1778257699324,0.800350136025371,18.6083748560821,21.7263609148148
"Acanthurus achilles",22,20.1778270466255,0.800351809851518,18.6083748782265,21.7263614276369
"Acanthurus achilles",22.1,20.1778282607176,0.80035340884956,18.6083748986607,21.726361907618
"Acanthurus achilles",22.2,20.1778294153727,0.800354936464174,18.6083749175168,21.7263623568621
"Acanthurus achilles",22.3,20.1778305135903,0.80035639597692,18.6083749349167,21.7263627773383
"Acanthurus achilles",22.4,20.1778315582138,0.800357790514181,18.6083749509729,21.7263631708893
"Acanthurus achilles",22.5,20.1778325519394,0.800359123054693,18.608374965789,21.7263635392401
"Acanthurus achilles",22.6,20.1778334973232,0.800360396436708,18.6083749794609,21.7263638840049
"Acanthurus achilles",22.7,20.1778343967893,0.8003616133648,18.608374992077,21.7263642066944
"Acanthurus achilles",22.8,20.1778352526366,0.800362776416332,18.6083750037188,21.7263645087228
"Acanthurus achilles",22.9,20.1778360670455,0.800363888047604,18.6083750144615,21.7263647914133
"Acanthurus achilles",23,20.1778368420841,0.800364950599692,18.6083750243746,21.7263650560047
